lyrics,song,album,artist,genre
"Killers lie in wait for innocent blood To swallow alive some harmless souls Walking a crooked path, their wicked names will rot  Evil lives in the dark, its right is doing wrong The torment never ends ... it never ends  The fire that burns inside That's blistering their brains That makes them sacrifice That's driving them insane  Trapped in this ""no man's land"" Where angels dare to tread Forever banned to the realms Of the Never Dead  There's no one trust from this grave Die with those they swear to defend Feeding on the ones they'll feed off in the end  Evil lives in the dark, its right is doing wrong The torment never ends ... it never ends  The fire that burns inside That's blistering their brains That makes them sacrifice That's driving them insane  Trapped in this ""no man's land"" Where angels dare to tread Forever banned to the realms Of the Never Dead  Death sits before you, to press on is suicide Life spills out of your body, you wither and die For the rest of your life in the realms of the Never Dead  The fire that burns inside That's blistering their brains That makes them sacrifice That's driving them insane  Trapped in this ""no man's land"" Where angels dare to tread Forever banned to the realms Of the Never Dead",never dead,th1rt3en,megadeth,heavy metal
"You don't know what I feel, I get behind the wheel A feeling in my soul I hyperventilate as I accelerate Till I've lost all control  My speed becomes relentless Contesting all my senses White line appearing faster Prompting death and disaster  My supersonic machine Get out of my...  Fast lane, like a jet plane Like a freight train, I'm driving insane Addicted to the fast lane Rushing to my brain No time to explain, this is my domain Addicted to the fast lane  I look into mirror, red lights are drawing nearer They think I've met my match But I shift into high gear, soon they just disappear You can't jail what you can't catch  My speed becomes relentless Contesting all my senses White line appearing faster Prompting death and disaster  I hear the engines screaming I'm burning up the...  Fast lane, like a jet plane Like a freight train, I'm driving insane Addicted to the fast lane Rushing to my brain No time to explain, this is my domain Fast lane  Fast lane, like a jet plane Like a freight train, this is my domain Addicted to the fast lane",fast lane,th1rt3en,megadeth,heavy metal
"I thought at this hour, any pleasure, could never really be a sin in vain One hundred and one shots of opportunity, I'd gladly take them all again and again, and again  My angel's left me, sorrows are my own Now I'm here, with the Devil on my own Just like a churchyard shadow, creeping after me It's only there to terrify my mind, a black swan keeps haunting me  I promised on my soul, not to get carried away It always starts out psychedelic, and then it turns to black My head starts swaying, I forgot what it was that I was saying I don't know where I am, and I'll never, never make it back  I sealed my fate, and I paid my debt I fell from grace with deep regret  My angel's left me, sorrows are my own And now I'm here, with the Devil on my own Just like a churchyard shadow, creeping after me It's only there to terrify my mind, a black swan keeps haunting me Just like a churchyard shadow, there's nothing left to see It's only there to terrify my mind, a black swan keeps haunting me  My angel's left me, sorrows are my own Now I'm here, with the Devil on my own, on my own Just like a churchyard shadow, creeping after me It's only there to terrify my mind, a black swan keeps haunting me Just like a churchyard shadow, there's nothing left to see It's only there to terrify my mind, a black swan keeps haunting me  Just like a churchyard shadow, creeping after me There's nothing left to see, There's nothing left of me",black swan,th1rt3en,megadeth,heavy metal
"It doesn't matter what car you drive, she'll wreck it It doesn't matter where you sleep at night, she'll wreck it It doesn't matter where you go to work Doesn't matter where you go to church Doesn't matter just how bad it hurts, she'll wreck it  My bleached bones in the desert, it's all that's left of me  Poison ivy in your touch, being with you destroyed so much Home wrecker Deadly venom in your kiss, hell can't be worse than this Home wrecker  It doesn't matter what you pretend, she'll wreck it It doesn't matter what you defend, she'll wreck it It doesn't matter how you live your life Doesn't matter anymore to your wife Doesn't matter even how you die, she'll wreck that too  Like a vulture picking my bones clean, it's all that's left of me  Poison ivy in your touch, being with you destroyed so much Home wrecker Deadly venom in your kiss, hell can't be worse than this Home wrecker  It doesn't matter where you live It doesn't matter what you drive Home wrecker  Poison ivy in your touch, being with you destroyed so much Home wrecker Deadly venom in your kiss, hell can't be worse than this Home wrecker",wrecker,th1rt3en,megadeth,heavy metal
"I should be calling collect from jail For the things I commit each night in my head Like last night in my sleep, I got to snuff you But then I woke up again, safe in my little bed  No one is safe When I close my eyes I come to take your life  I get to force your untimely disappearance Each night in my dreams, when I'm fast asleep I close my eyes and you just vanish Soon as I lay down my head, when I'm dead to the whole wide world  No one is safe When I close my eyes I come to take your life  And then I wake up again And it was all just a dream And everything is the same  (Sleepwalker) Did I give you concrete shoes And throw your body off of a bridge? (Sleepwalker) When I lay down to sleep, pray your soul is mine to keep I feel you near me (Go to sleep... Go to sleep... Go to sleep...) (Sleepwalker) (Go to sleep... Go to sleep... Go to sleep...)  Just taking a stroll... Don't go to sleep! Here's some toothpicks for your eyes!  You always make an excellent cadaver I roll up your body in a carpet to make music In the trunk of my limousine, wrapped up in a rug A fitting end is that I send you up the river like a punk  No one is safe When I close my eyes I come to take your life  The angel of death is pissed off at me again Just because I got to put you out of my misery It doesn't matter, I am without fear Now that you're dead, I won't shed another bloody tear for you  No one is safe When I close my eyes I come to take your life  I'm calling down the thunder Then you'll sleep with the fishes The answer to all of my wishes  (Sleepwalker) Did I tell you I was in movies Then dump you garotted, lying naked in a ditch? (Sleepwalker) Everyday, another way I know you can hear me  I think you'd look nice in a Colombian necktie Should stop your tongue from wagging the dog No more stupidity from you, as I pull your tongue through For a smile from ear to ear, now there's nothing to hear  No one is safe When I close my eyes I come to take your life  And then I wake up again And it was all just a dream And everything is still the same  (Sleepwalker) Did I give you concrete shoes And throw your body off of a bridge? (Sleepwalker) When I lay down to sleep, pray your soul is mine to keep I feel you near me (Sleepwalker) Or did I tell you I was in movies Then dump you garotted, lying naked in a ditch? (Sleepwalker) Everyday, another way I know you can hear me (Sleepwalker) Did I buy you the farm? Put a horse head in your bed? (Sleepwalker) When I lay down to sleep, pray your soul is mine to keep I feel you near me (Sleepwalker) Everyday Everyday, another way (Sleepwalker) When I lay down to sleep, pray your soul is mine to keep I know you can hear me (Sleepwalker) (Sleepwalker) (Sleepwalker)",sleepwalker,united abominations,megadeth,heavy metal
"The quiet war has begun with silent weapons And the newest slavery is to keep the people poor And stupid; ""Novus Ordo Seclorum""<sup>1</sup> How can there be any logic in biological war? We all know this is wrong, but the New World Order's beating down the door Oh, something needs to be done  There was a king (an evil king) Who dreamt the wickedest of dreams An ancient mystery, no prophet could interpret Of seven years of famine The wolf is at my door, as predicted years ago That that was, that is, that is no more The word predicts the future And tells the truth about the past Of how the world leaders will hail the new Pharaoh The eighth false king to the throne; Washington is next!  Disengage their minds, sabotage their health Promote sex and war, and violence in the kindergartens Blame the parents and teachers, it's their fault; ""Annuit Cœptis""<sup>2</sup> Attack the church dynamic Attack the family, keep the public undisciplined till nothing left is sacred And the ""have-nots"" get hooked and have to go to the ""haves"" Just to cop a fix  I am the king (an evil king) Who dreams the wickedest of dreams An ancient mystery, nobody could interpret Of seven empires falling The wolf is at my door, as predicted years ago That that was, that is, that is no more The word predicts my future And tells the truth about my past Of how the world leaders are waiting to usher in The eighth world power of modern Rome; Washington is next!  There was a king (an evil king) Who dreamt the wickedest of dreams An ancient mystery, no prophet could interpret Of seven empires fallen The wolf is at my door, as predicted years ago That that was, that is, that is no more I am a king And I dream the wildest dreams And nobody could interpret Seven empires falling The wolf is at my door Ooh, that that was, that is, that is no more  There's something at my door Some anciet mystery The future tells the truth about the past And I'm the eighth false king to the throne I've got you in my crosshairs Now, ain't that a bitch? Washington... You're next!  <sup>1</sup><sub>Latin for ""New order of the centuries"".</sub> <sup>2</sup><sub>Latin for ""He approves what is happening"".</sub>",washington is next!,united abominations,megadeth,heavy metal
Hiding in any doorway In any shadow Any place where danger waits to kill my time There is one who lies and waits To seal your fate As sure as you live and die  Live and die Live and die  When you feel there's something wrong I shelter you and keep you warm I never let you walk alone I loved you when you still hated me I'm coming and I won't be long Time to reap what I have sown Never ever let you walk alone I know your enemy once was me  (Solo - Glen)  Let me wrap my arms all around you Suffer the trespasses that you made I will drink your pain away Forever and a day If you just call out my name  If you just call Out my name  If you just call Even whisper it  When you feel there's something wrong I shelter you and keep you warm I never let you walk alone I loved you when you still hated me I'm coming and I won't be long It's time to reap what I have sown Never ever let you walk alone I know your enemy once was me  (Solo - Glen) (Solo - Dave) (Solo/solo)  When you feel there's something wrong I shelter you and keep you warm I never let you walk alone I loved you when you still hated me I'm coming and I won't be long It's time to reap what I have sown Never ever let you walk alone I know your enemy once was me  When you feel there's something wrong I shelter you and keep you warm I never let you walk alone I loved you when you still hated me I'm coming and I won't be long It's time to reap what I have sown Never ever let you walk alone I know your enemy once was me  Oh,never walk alone... a call to arms,united abominations,megadeth,heavy metal
"Within striking distance from Ground Zero sits a smoldering international cauldron, the United ""Abominations"" as it were. Born to prevent wars, it froze in the face of disaster, and stood silent while terrorization took hostage the world.  In a mire of hypocrisy, ignores sex crimes by its blue helmets, and enables terrorism, so in the end, it has failed. And the UN is where our so-called friends get to stab us in the back, and we pay 22% of their tab to host our enemies here at home.  Ambassadors from countries otherwise known as ""The Catastrophe"" enjoy Diplomatic immunity, living in Manhattan, while their children are turned into prostitutes. It's a complete and utter disgrace! A blot on the face of humanity! And they get away with it!?!  Poverty in their kitchens Held hostage by oil-for-food Yet their own plates are full off the fat of their lands There's no blood on their hands, right Gojo? They promised to tell the truth Without leaving a fingerprint. They will lose the UN one way or another. The victim, I fear will be us, sisters and brothers!  The UN is right; you can't be any more ""un"" Than you are right now, the UN is undone. Another mushroom cloud, another smoking gun. The threat is real, the Locust King has come. Don't tell me the truth; I don't like what they've done. It's payback time, at the United Abominations.  A grave and gathering danger The decision to attack Based on secret intelligence, it'll take years I fear to undo the failings in Iraq. You may bury the bodies But you can't bury the crimes. Only fools stand up and really lay down their arms No, not me, not when Death lasts forever  The UN is right; you can't be any more ""un"" Than you are right now, the UN is undone. Another mushroom cloud, another smoking gun. The threat is real, the Locust King has come. Don't tell me the truth; I don't like what they've done. It's payback time.  (Foriegn speakers talking)  The UN is right; you can't be any more ""un"" Than you are right now, the UN is undone. Another mushroom cloud, another smoking gun. The threat is real, the Locust King has come.  The UN is right; you can't be any more ""un"" Than you are right now, the UN is undone. Another mushroom cloud, another smoking gun. The threat is real, the Locust King has come. Don't tell me the truth; I don't like what they've done. It's payback time, at the United Abominations.  NATO invaded Yugoslavia to end ethnic cleansing, there was no UN. The US invaded Afghanistan after 9/11, there was no UN. Saddam Hussein violated 17 UN resolutions; The UN was asked to join the war in Iraq. The US invaded, there was no UN. Libya bombed a discotheque in Berlin killing Americans, there was no UN. Iran funds a mosque, and attacked the US in the seventies, there was no UN. Facing war, without end, looking into the future. There... was... no... more... UN!",united abominations,united abominations,megadeth,heavy metal
"Gears of war... (x8)  Ethnic cleansing with no defending These acts of genocide A fatal ending with no surrendering To cover up the crimes and lie  Smart bombs, precision guided armament A more sophisticated way to end up dead Still we search and invent such intelligent weapons That kill each other like the Gears of War  Gears of war... (x2) Hoo-rah! Gears of war... (x2)  When you ride with thieves, then you die with thieves Cross my heart and hope that you die! When the smoke has cleared, the devil's in the mirror And you see his warheads paint the sky, now you die!  Smart bombs, precision guided armament A more sophisticated way to end up dead Still we search and invent such intelligent weapons That kill each other like the Gears of Waaaaaaaaaaaar  (Guitar Solo)",gears of war,united abominations,megadeth,heavy metal
A great sign appeared Under the stars and the moon Sounds of galloping horses On clouds of lightning and thunder  A dark gathering storm To scorch the earth for many generations A nuclear winter Worse than any cold or holy war  A white horse on the clouds of death A red warhorse to end all wars A pale horse and pestilence led by a Black horse with famine and scales  The doctrine of hatred Nation will rise against nation Wash me in blood and let me be The firstborn of the dead  A crowned rider with arrows and bow A red rider with a great firey sword Flames come from the one called death Horror and apocalypse follows  (RIDE!) Won't you four horsemen ride again Before this kingdom is blown to kingdom come  I hold fast to what I believe Till I see my name in stone  Blessed are the dead  A white horse on the clouds of death A red warhorse to end all wars A pale horse and pestilence led by a Black horse with famine and scales  The synagogue of Satan Nation will rise against nation Wash me in blood and let me be The firstborn of the dead  A crowned rider with arrows and bow A red rider with a great firey sword Flames come from the one called death Horror and apocalypse follows  (RIDE!) Won't you four horsemen ride again Before this kingdom is blown to kingdom come I hold fast to what I believe Till I see my name in stone  Blessed are the dead,blessed are the dead,united abominations,megadeth,heavy metal
"Solo -Mustaine  Anybody searching for action Anything to fill the emptiness inside Any place that the streets are empty Any takers wanna pour out their lives With fire and lightning shooting from my hand And desolation written across my eyes My itchy fingers on a hairpin trigger My tempers hot my patience's taken flight  Solo - Drover Solo -Mustaine  Inside the abattoir The cover charge is somebody's gotta die Now, I hear you screaming out for mercy Last man that's standing wins the fight Too late, I see your end zero in on you Even mortal enemies, they can't deny Let me help you up again The wings of God surround me I live to play because I know I'll never die  Solo - Drover Solo -Mustaine Solo - Drover Solo -Mustaine  If I win again, I'm still the champion And if you win, HA, that's just impossible! I don't play for keeps; I don't play for your soul I don't play to win; I don't play for it all I play for blood.  Solo -Mustaine Solo - Drover  I don't play for keeps, I play for blood  Solo -Mustaine  I don't play for your soul, I play for blood  Solo - Drover   I don't play to win, I play for blood  Solo -Mustaine  I don't play for it all, I play for blood  Solo - Drover  Play for blood",play for blood,united abominations,megadeth,heavy metal
"Recruiting the ill-fated for ""The War"" A legion of uneducated, bankrupt souls With a lust for revenge, answering the call From New Yorqatar to Califorabia  Desperation provides fertile ground for religious extremism This glorious brainwashing where prejudice lies Like a crouching tiger Tormenting peasants till they erect an army Under everyone's nose In the end propaganda destroys their DNA, god help them  All that they envisioned of what things would come to be Turned into a pink mist when they blew to smithereens We are just a war away from Amerikhastan When God versus god; the undoing of man  Promising a vapor, in the end they become one  No rules of engagement, this enemy hides Amongst women and children And to beat violence, you must ignore the focus groups You must send in the Mossad, turn off the BBC, CNN And don't look back Rest assured there'll be no more Middle Eastern crisis, hell! There'll be no more Middle East!  These are your people Lady Liberty Pull up your dress today And tattooed is ""Property of the USA A subsidiary of Halliburton"" Surprise?! But a roaring lion is about to be unleashed on earth Hey, Jihad Joe? Guess what? We're coming to get you!  All that you envision of what things will come to be Turns into a death knell when you look behind the scenes We are just a war away from Amerkhastan When God versus god; the undoing of man",amerikhastan,united abominations,megadeth,heavy metal
"When someone becomes nothing to anyone All feelings have died, anyone would know it They say those sticks and stones They say they crush my bones I say I don't get mad; I get even, before they do  Spoils goto the victor and dead on time Your time is going to come  One day I'll dance on you grave Even if you're buried at sea Till then, till when I exact my revenge I'll tell them, ""You're dead to me""  We're all just trying to hold on to innocence You think they'd notice what we're trying to do These wounds are invisible Underneath the dirt I still see the scars Back then when things got bad And we spread our wings and fly away  You'll take all your riches in the back of a hearse Your time is going to come  One day I'll dance on your grave Even if you're buried at sea Till then, till when I exact my revenge I'll tell them, ""You're dead to me""  One day I'll dance on your grave Even if you're buried at sea Till then, till when I exact my revenge  One day I'll dance on your grave Even if you're buried at sea Till then, till when I exact my revenge I'll tell them, ""You're dead to me""",you're dead,united abominations,megadeth,heavy metal
"Longboats have been sighted, The evidence of war has begun, Many Nordic fighting men, Their swords and shields all gleam in the sun. Call to arms defend yourselves, Get ready to stand and fight for your lives, Judgement day has come around, So be prepared don't run stand your ground.  They're coming in from the sea, They've come the enemy. Beneath the blazing sun, The battle has to be won. Invaders Pillaging Invaders Looting  Set ablaze the camp fires, Alert the other men from inland. Warning must be given, There's not enough men for a stand. The Vikings are too many, Too powerful to take on our own. We must have reinforcements, We cannot fight this battle alone.  They're coming over the hill, They've come to attack. They're coming in for the kill, There's no turning back. Invaders Fighting Invaders Marauding  Axes grind and maces clash, As wounded fighters fall to the ground. Severed limbs and fatal woundings, Bloody corpses lay all around. The smell of death and burning flesh, The battle weary fight to the end. The Saxons have been overpowered, Victims of the mighty Norsemen.  You'd better scatter and run. The battle's lost and not won. You'd better get away, To fight another day. Invaders Raping Invaders Plundering",invaders,the number of the beast,iron maiden,heavy metal
"He's walking like a small child But watch his eyes burn you away Black holes in his golden stare God knows he wants to go home  Children of the Damned Children of the Damned Children of the Damned Children of the Damned  He's walking like a dead man If he had lived he would've crucified us all Now he's standing on his last step He thought; ""Oblivion? Well, it beckons us all""  Children of the Damned Children of the Damned Children of the Damned Children of the Damned  Now it's burning his hands, he's starting to laugh Smiles as the flames sear his flesh Melting his face screaming in pain Peeling the skin from his eyes Watch him die according to plan He's dust on the ground, what did we learn  You're Children of the Damned Your back's against the wall You turn into the light You're burning in the night You're Children of the Damned Like candles watch them burn Burning in the light You'll burn again tonight Children of the Damned",children of the damned,the number of the beast,iron maiden,heavy metal
"""We want information... information... information... Who are you? The new number two Who is number one? You are number six I am not a number! I am a free man! Hahahahaha""  I'm on the run, I kill to eat, I'm starving now, feeling dead on my feet. Going all the way, I'm nature's beast. Do what I want, I do as I please.  Run, fight, to breathe, it's tough. Now you see me, now you don't. Break the walls, I'm coming out.  Not a prisoner, I'm a free man, And my blood is my own now. Don't care where the past was, I know where I'm going... out.  If you kill me, it's self defence. If I kill you, then I call it vengeance. Spit in your eye, I will defy. You'll be afraid when I call out your name.  Run, fight, to breathe, it's gonna be tough. Now you see me, now you don't. Break the walls, I'm coming out.  Not a prisoner, I'm a free man, And my blood is my own now. Don't care where the past was, I know where I'm going.  I'm not a number, I'm a free man, I'll live my life how I want to. You'd better scratch me From your black book, 'Cause I'll run rings around you.  Not a prisoner, I'm a free man, And my blood is my own now. Don't care where the past was, I know where I'm going.  Not a number, I'm a free man, I'll live my life how I want to. You'd better scratch me From your black book, 'Cause I'll run rings around you.  Not a prisoner, I'm a free man, And my blood is my own now. Don't care where the past was, I know where I'm going.",the prisoner,the number of the beast,iron maiden,heavy metal
"If you're feeling down, depressed, and lonely, I know a place where we can go. 22, Acacia Avenue, meet a lady that I know. So if you're looking for a good time, And you're prepared to pay the price. Fifteen quid is all she asks for, Everybody's got their vice.  If you're waiting for a long time, For the rest to do their piece. You can tell her that you know me, And you might even get it free. So any time you're down the East End, Don't you hesitate to go, You can take my honest word for it, She'll teach you more than you can know.  Charlotte, can't you get out from all this madness Can't you see it only brings you sadness When you entertain your men Don't know the risk of getting disease?  Some day when you're reaching the age of forty I bet you'll regret the days when you were laying Nobody then will want to know You wont have any beautiful wares to show any more  22, the Avenue, that's the place where we all go You will find its warm inside, the red lights burning bright tonight.  Charlotte, isn't it time you stopped all this mad life. Don't you ever think about the bad times. Why do you have to live this way. Do you enjoy the lay or is it the pay.  Sometimes when you're strolling down the avenue, The way you walk, it makes men think of having you. When you're walking down the street, Everybody stops and turns to stare, at you.  22, the Avenue, that's the place where we all go. You will find it's warm inside, The red light's burning bright tonight.  Beat her, mistreat her, do anything that you please. Bite her, excite her, make her get down on her knees. Abuse her, misuse her, she can take all that you've got. Caress her, molest her, she always does what you want.  You're running away, don't you know what you're doing? Can't you see it'll lead you to ruin? Charlotte, you've taken your life and you've thrown it away.  You believe that because what you're earning, Your life's good, don't you know that you're hurting, All the people that love you, don't cast them aside.  All the men that are constantly drooling, It's no life for you, stop all that screwing. You're packing your bags, you're coming with me.",22 acacia avenue,the number of the beast,iron maiden,heavy metal
"""Woe to you oh earth and sea For the Devil sends the beast with wrath Because he knows the time is short Let him who hath understanding Reckon the number of the beast For it is a human number Its number is six hundred-and-sixty-six.""  I left alone, my mind was blank I needed time to think to get the memories from my mind What did I see? Can I believe That what I saw that night was real and not just fantasy? Just what I saw, in my old dreams Were they reflections of my warped mind starin' back at me? 'Cause in my dreams, it's always there The evil face that twists my mind and brings me to despair  Yeah!  Night was black, was no use holdin' back 'Cause I just had to see, was someone watching me In the mist, dark figures move and twist Was all this for real, or just some kind of hell?  666, the number of the beast Hell and fire was spawned to be released  Torches blazed and sacred chants were phrased As they start to cry, hands held to the sky In the night, the fires are burning bright The ritual has begun, Satan's work is done  666, the number of the beast Sacrifice is going on tonight  This can't go on, I must inform the law Can this still be real or just some crazy dream? But I feel drawn towards the chanting hordes Seem to mesmerize, can't avoid their eyes  666, the number of the beast 666, the one for you and me  I'm coming back, I will return And I'll possess your body and I'll make you burn I have the fire, I have the force I have the power to make my evil take its course",the number of the beast,the number of the beast,iron maiden,heavy metal
"White man came across the sea He brought us pain and misery He killed our tribes, he killed our creed He took our game for his own need We fought him hard, we fought him well Out on the plains, we gave him hell But many came, too much for Cree Oh, will we ever be set free?  Riding through dust clouds and barren wastes Galloping hard on the plains Chasing the redskins back to their holes Fighting them at their own game Murder for freedom, a stab in the back Women and children, a coward's attack  Run to the hills Run for your lives Run to the hills Run for your lives  Soldier blue in the barren wastes Hunting and killing's a game Raping the women and wasting the men The only good Indians are tame Selling them whiskey and taking their gold Enslaving the young and destroying the old  Run to the hills Run for your lives Run to the hills Run for your lives  Run to the hills Run for your lives Run to the hills Run for your lives  Run to the hills Run for your lives Run to the hills Run for your lives  Run to the hills Run for your lives Run to the hills Run for your lives  Run to the hills Run for your lives Run to the hills Run for your lives",run to the hills,the number of the beast,iron maiden,heavy metal
"Shadows may hide you but also may be your grave. You're running today, maybe tomorrow you'll be saved. You pray for daylight to save you for a while. You wonder if your children will face the killer's smile.  Dead men - tell no tales, In Gangland - murder's up for sale. Dead men - tell no tales, In Gangland - where the jailbirds die.  Face at the window leers into your own. But it's only your reflection, still you tremble in your bones. How long can you hide? How long 'til they come? A rat in a trap but you've got to survive.  Once you were glad to be free for a while. The air tasted good and the world was your friend. Then came the day when the hard times began. Now you're alone but alive for how long?  A knife at your throat, another body on the pile. A contract to keep and it's service with a smile. Murder for vengeance or murder for gain. Death on the streets or a blacked out jail.  Dead men - tell no tales, In Gangland - murder's up for sale. Dead men - tell no tales, In Gangland - where the jailbirds die.  In Gangland you tell no tales.",gangland,the number of the beast,iron maiden,heavy metal
"I'm waiting in my cold cell when the bell begins to chime Reflecting on my past life and it doesn't have much time 'Cause at five o'clock, they'll take me to the gallows pole The sands of time for me are running low, running low, yeah  When the priest comes to read me the last rites (I) Take a look through the bars at the last sights Of a world that has gone very wrong for me  Can it be that there's some sort of error? Hard to stop the surmounting terror Is it really the end, not some crazy dream?  Somebody please tell me that I'm dreaming It's not easy to stop from screaming But words escape me when I try to speak  Tears fall, but why am I crying? After all, I'm not afraid of dying Don't I believe that there never is an end?  As the guards march me out to the courtyard Somebody cries from a cell, ""God be with you"" If there's a God, why has he let me go?  As I walk, my life drifts before me Though the end is near, I'm not sorry Catch my soul, it's willing to fly away  Mark my words, believe my soul lives on Don't worry now that I have gone I've gone beyond to see the truth  When you know that your time is close at hand Maybe then you'll begin to understand Life down here is just a strange illusion  Yeah yeah yeah, hallowed be thy name Yeah yeah yeah, hallowed be thy name  Yeah",hallowed be thy name,the number of the beast,iron maiden,heavy metal
"Cold as steel, the darkness waits  Its hour will come A cry of fear from our children worshipping the sun Mother nature's black revenge on those who waste her life War babies in the garden of Eden shall turn our ashes to ice  Sunrise has gone Freezing up the fires Sunrise has gone Numbing our desires Sunrise has gone Sunrise has gone  Around the world the people stop with terror stricken eyes A shadow cast upon them all to crush them like a fly In the icy rain and whiplashed seas, there's nowhere left to run The hammer blows of winter fall like a hurricane  Sunrise has gone Freezing up the fires Sunrise has gone Numbing our desires Sunrise has gone Sunrise has gone  Around the world the nations wait For some wise words from their leading light You know it's not only madmen who listen to fools ""Is this the end?"" the millions cried. Clutching their riches as they died Those who survive must weather the storm  Gone are the days when man looked down They've taken away his sacred crown To be set free, it took so long It's not journey's end, it's just begun",total eclipse,the number of the beast,iron maiden,heavy metal
"Unchain the colours before my eyes Yesterday's sorrows, tomorrow's white lies Scan the horizon, the clouds take me higher I shall return from out of the  Tears for remembrance and tears for joy Tears for somebody and this lonely boy Out in the madness, the all-seeing eye Flickers above us to light up the sky  Unchain the colours before my eyes Yesterday's sorrows, tomorrow's white lies Scan the horizon, the clouds take me higher I shall return from out of the fire",remember tomorrow (live),the number of the beast,iron maiden,heavy metal
"Covered in sinners and dripping with guilt Making you money from slime and from filth Parading your bellies in ivory towers Investing our lives in your schemes and your powers  You've got to watch them - Be quick or be dead Snake eyes in heaven - The thief's in your head You've got to watch them - Be quick or be dead Snake eyes in heaven - The thief in your head...  Be quick! Or be dead! Be quick! Or be dead!  See...what's ruling all our lives See...who's pulling strings... See...what's ruling all our lives See...who pulls the strings... I bet you won't fall on your face Your belly will hold you in place  The serpent is crawling inside of your ear He says you must vote for what you want to hear Don't matter what's wrong as long as you're alright Pull yourself stupid, rob yourself blind  You've got to watch them - Be quick or be dead Snake eyes in heaven - The thief in your head You've got to watch them - Be quick or be dead Snake eyes in heaven - The thief's in your head...  Be quick! Or be dead! Be quick! Or be dead!  You've got to watch them - Be quick or be dead Snake eyes in heaven - The thief's in your head You've got to watch them - Be quick or be dead Snake eyes in heaven - The thief's in your head...  Be quick! Or be dead! Be quick!",be quick or be dead,fear of the dark,iron maiden,heavy metal
"She fell in love with his greasy machine She leaned over wiped his kickstart clean She'd never seen the beast before But she left there wanting More more more But when she was walking on Down the road She heard a sound that made Her heart explode He whispered to her to get on the back ""I'll take you on a ride From here to eternity""  Hell ain't a bad place Hell is from here to eternity Hell ain't a bad place Hell is from here to eternity  She must be having one of her Crazy dreams She'd never sat on a piece so mean It made her feel like she's on cloud nine She even thought she heard the Engine sigh  But like all dreams that come to an end They took a tumble at the devil's bend The beast and Charlotte they were Two of a kind They'd always take the line... From here to eternity  Hell ain't a bad place Hell is from here to eternity Hell ain't a bad place Hell is from here to eternity",from here to eternity,fear of the dark,iron maiden,heavy metal
"Lying awake at night I wipe the sweat from my brow But it's not the fear 'cause I'd rather go now  Trying to visualize the horrors that will lay ahead The desert sand mound a burial ground  When it comes to the time Are we partners in crime? When it comes to the time We'll be ready to die  God let us go now and finish what's to be done Thy Kingdom Come Thy shall be done...on Earth  Trying to justify to ourselves the reasons to go Should we live and let live? Forget or forgive  But how can we let them go on this way? The reign of terror, corruption must end And we know deep down there's no other way No trust, no reasoning, no more to say  Afraid to shoot strangers Afraid to shoot strangers  Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers  Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers  Afraid to shoot strangers Afraid to shoot strangers Afraid to shoot strangers Afraid to shoot strangers",afraid to shoot strangers,fear of the dark,iron maiden,heavy metal
We live our lives in fever In a choking sweat of fear In the heat of the night you can feel so much In the heat of the night I scream 'Don't touch!'  I remember a time when we used and abused And we fought all our battles in vain I remember a time we thought that passion was free In the heat of the night body is a flame We live in fever...  I hear your secret heartbeat I can hear your silent cries The kids have lost their freedom And nobody cares till somebody famous dies  I remember a time when we used and abused And we fought all our battles in vain I remember a time we thought that passion was free In the heat of the night body is a flame  Fever ... we live in fever  Now we live in a world of insanity Fear is the key to what you want to be You don't get a say the majority gets it's way You're outnumbered by the bastards till the day you die  I hear your silent heartbeat I hear your silent cries Oh your just in lies lies and lies  The kids have lost their fredom And nobody cares till somebody famous dies... Keep telling lies and lies and lies and lies and lies and lies and lies  I remember the time when we used and abused Ah was just lies I remember the time we thought that passion was free Ah was just lies and lies and lies and lies and lies and lies and lies  Hear the night  We live in fever  Now we live in a world of insanity Fear is the key to what you want to be You don't get a say the majority gets it's way You're outnumbered by the bastards till the day you die...,fear is the key,fear of the dark,iron maiden,heavy metal
"I'd sail across the ocean I'd walk a hundred miles If I could make it to the end Oh just to see a smile  You see it in their faces The sadness in their tears The desperation and the anger Madness and the fear  No hope, no life, just pain and fear No food, no love, just greed is here  Starvation and the hunger The suffering and the pain The agonies of all-out war When will it come again?  The struggle for the power A tyrant tries again Just what the hell is going on? When will it ever end?  No hope, no life, just pain and fear No food, no love, just greed is here  You see the full moon float You watch the red sunrise We take these things for granted But somewhere someone's dying  Contaminated waters Pollution and decay Just waiting for disease to strike Oh will we learn someday?  No hope, no life, just pain and fear No food, no love, no seed, childhood's end.",childhood's end,fear of the dark,iron maiden,heavy metal
