lyrics,song,album,artist,genre
"Whylin on the Island, but now with Elmira",one love,illmatic,nas,rap
better chill cause them niggaz will put that ass on fire,one love,illmatic,nas,rap
Last time you wrote you said they tried you in the showers,one love,illmatic,nas,rap
but maintain when you come home the corner's ours,one love,illmatic,nas,rap
"On the reels, all these crab niggaz know the deal",one love,illmatic,nas,rap
When we start the revolution all they probably do is squeal,one love,illmatic,nas,rap
"But chill, see you on the next V-I",one love,illmatic,nas,rap
"I gave your mom dukes loot for kicks, plus sent you flicks",one love,illmatic,nas,rap
Your brother's buck whylin' in four maine he wrote me,one love,illmatic,nas,rap
"he might beat his case, 'til he come home I play it low key",one love,illmatic,nas,rap
"so stay civilised, time flies",one love,illmatic,nas,rap
though incarcerated your mind (dies),one love,illmatic,nas,rap
I hate it when your mum cries,one love,illmatic,nas,rap
"it kinda wants to make me murder, for real-a",one love,illmatic,nas,rap
I've even got a mask and gloves to bust slugs for one love,one love,illmatic,nas,rap
Sometimes I sit back with a buddha sack,one love,illmatic,nas,rap
mind's in another world thinking how can we exist through the facts,one love,illmatic,nas,rap
"written in school text books, bibles, et cetera",one love,illmatic,nas,rap
"Fuck a school lecture, the lies get me vexed-er",one love,illmatic,nas,rap
So I be ghost from my projects,one love,illmatic,nas,rap
I take my pen and pad for the week ,one love,illmatic,nas,rap
and hittin nails while I'm sleepin,one love,illmatic,nas,rap
"A two day stay, you may say I need the time alone",one love,illmatic,nas,rap
"to relax my dome, no phone, left the 9 at home",one love,illmatic,nas,rap
You see the streets have me stressed somethin terrible,one love,illmatic,nas,rap
Fuckin with the corners have a nigga up in Bellevue,one love,illmatic,nas,rap
"or h.d.m., hit with numbers from 8 to 10",one love,illmatic,nas,rap
a future in a maximum state pen is grim,one love,illmatic,nas,rap
"So I comes back home, nobody's helpin shorty doo-wop",one love,illmatic,nas,rap
Rollin two phillies together in the Bridge we called 'em oowops,one love,illmatic,nas,rap
"He said, ""Nas, niggaz could be bustin' off the roof",one love,illmatic,nas,rap
"so I wear a bullet proof and pack a black tres-deuce""",one love,illmatic,nas,rap
"He inhaled so deep, shut his eyes like he was sleep",one love,illmatic,nas,rap
Started coughing when I peeked to watch me speak,one love,illmatic,nas,rap
"I sat back like the mack, my army suit was black",one love,illmatic,nas,rap
We was chillin' on these bitches where he pumped his loose cracks,one love,illmatic,nas,rap
"I took an l when he passed it, this little bastard",one love,illmatic,nas,rap
keeps me blasted he starts talkin mad shit,one love,illmatic,nas,rap
"I had to school him, told him don't let niggaz fool him",one love,illmatic,nas,rap
'cos when the pistol blows that's when a murder be the cool one,one love,illmatic,nas,rap
"Tough luck when niggaz are struck, families fucked up",one love,illmatic,nas,rap
"could've cought your man, but didn't look when you bucked up",one love,illmatic,nas,rap
"Mistakes happen, so take heed never bust up",one love,illmatic,nas,rap
"if the crowd catch him solo, make the right man bleed",one love,illmatic,nas,rap
shorty's laugh was cold blooded as he spoke so foul,one love,illmatic,nas,rap
Only twelve trying to tell me that he liked my style,one love,illmatic,nas,rap
"Then I rose, wiping the blunts ash from my clothes",one love,illmatic,nas,rap
then froze only to blow the herb smoke through my nose,one love,illmatic,nas,rap
and told my little man that i'm a go cyprose,one love,illmatic,nas,rap
there's some jewels in the skull that he can sell if he chose,one love,illmatic,nas,rap
words of wisdom from nas try to rise up above,one love,illmatic,nas,rap
keep an eye out for jake shorty what,one love,illmatic,nas,rap
one love,one love,illmatic,nas,rap
Nas and Grand Wizard:,one time 4 your mind,illmatic,nas,rap
"Yeah, it's Illmatic (Yeah)",one time 4 your mind,illmatic,nas,rap
It's Illmatic (Yeah),one time 4 your mind,illmatic,nas,rap
"It's Illmatic, huh",one time 4 your mind,illmatic,nas,rap
(Yeah kick that shit),one time 4 your mind,illmatic,nas,rap
"(One time for your mind, one time) Yeah whatever",one time 4 your mind,illmatic,nas,rap
"(One time for your mind, one time) Yo, whatever",one time 4 your mind,illmatic,nas,rap
"(One time for your mind, one time)",one time 4 your mind,illmatic,nas,rap
(Ayo Nas) What up Paul? (Kick that fuckin' rhyme),one time 4 your mind,illmatic,nas,rap
Check it out,one time 4 your mind,illmatic,nas,rap
Nas:,one time 4 your mind,illmatic,nas,rap
"When I'm chilling, I grab the buddha, get my crew to buy beers",one time 4 your mind,illmatic,nas,rap
"And watch a flick, illin' and root for the villain, huh",one time 4 your mind,illmatic,nas,rap
"Plus every morning, I go out and love it sort of chilly",one time 4 your mind,illmatic,nas,rap
Then I send a shorty from my block to the store for Phillies,one time 4 your mind,illmatic,nas,rap
After being blessed by the herb's essence,one time 4 your mind,illmatic,nas,rap
"I'm back to my rest, ten minutes, some odd seconds",one time 4 your mind,illmatic,nas,rap
"That's where I got the honey at, spends the night for sexing",one time 4 your mind,illmatic,nas,rap
"Keep lubrication, lifestyle protection",one time 4 your mind,illmatic,nas,rap
Hitting up my stereo's remote control quickly,one time 4 your mind,illmatic,nas,rap
"Ron G's in the cassette deck, rocking the shit, G",one time 4 your mind,illmatic,nas,rap
"I try to stay mellow, rock, well acappella rhymes'll",one time 4 your mind,illmatic,nas,rap
"Make me richer than a slipper made Cinderella, fella",one time 4 your mind,illmatic,nas,rap
"Go get your crew, Hobbes, I'm prepared to bomb troops",one time 4 your mind,illmatic,nas,rap
"Y'all niggas was born, I shot my way out my mom dukes",one time 4 your mind,illmatic,nas,rap
When I was ten I was a hip-hoppin' shorty wop,one time 4 your mind,illmatic,nas,rap
"Known for rocking microphones and twisting off a forty top, yeah",one time 4 your mind,illmatic,nas,rap
Nas and Grand Wizard:,one time 4 your mind,illmatic,nas,rap
"(One time for your mind, one time) Yeah whatever",one time 4 your mind,illmatic,nas,rap
"(One time for your mind, one time) It sound clever",one time 4 your mind,illmatic,nas,rap
"(Hey yo Nas, fuck that, man that shit was fat",one time 4 your mind,illmatic,nas,rap
"But kick that for them gangstas man, fuck all that) ",one time 4 your mind,illmatic,nas,rap
Nas:,one time 4 your mind,illmatic,nas,rap
"Right, right, what up niggas, how y'all? It's Nasty, the villain",one time 4 your mind,illmatic,nas,rap
"I'm still writing rhymes, but besides that I'm chillin'",one time 4 your mind,illmatic,nas,rap
"I'm trying to get this money, God, you know the hard times, kid",one time 4 your mind,illmatic,nas,rap
"Shit, cold be starving make you wanna do crimes kid",one time 4 your mind,illmatic,nas,rap
"But I'mma lamp, 'cause a crime couldn't beat a rhyme",one time 4 your mind,illmatic,nas,rap
"Niggas catching three to nines, Muslims yelling, ""Free the mind""",one time 4 your mind,illmatic,nas,rap
"And I'm from Queensbridge, been to many places",one time 4 your mind,illmatic,nas,rap
"As a kid when I would say that out of town, niggas chased us",one time 4 your mind,illmatic,nas,rap
"But now I know the time, got a older mind",one time 4 your mind,illmatic,nas,rap
"Plus control a nine, fine, see now I represent mine",one time 4 your mind,illmatic,nas,rap
"I'm new on the rap scene, brothers never heard of me",one time 4 your mind,illmatic,nas,rap
"Yet I'm a menace, yo, police wanna murder me",one time 4 your mind,illmatic,nas,rap
"Heini Dark drinker, represent the thinker",one time 4 your mind,illmatic,nas,rap
"My pen rides the paper, it even has blinkers",one time 4 your mind,illmatic,nas,rap
"Think I'll dim the lights then inhale, it stimulates",one time 4 your mind,illmatic,nas,rap
Floating like I'm on and off 95 Interstate,one time 4 your mind,illmatic,nas,rap
"Never plan to stop, when I write my hand is hot",one time 4 your mind,illmatic,nas,rap
And expand a lot from the Wiz to Camelot,one time 4 your mind,illmatic,nas,rap
"The parlayer, I'll make ya heads bop, pa",one time 4 your mind,illmatic,nas,rap
I shine a light on perpetrators like a cop's car,one time 4 your mind,illmatic,nas,rap
"From day to night, I play the mic and you'll thank God",one time 4 your mind,illmatic,nas,rap
"I wreck shit so much, the microphone'll need a paint job",one time 4 your mind,illmatic,nas,rap
My brain is incarcerated,one time 4 your mind,illmatic,nas,rap
"Live at any jam, I couldn't count all the parks I raided",one time 4 your mind,illmatic,nas,rap
"I hold a Mac-11, and attack a reverend",one time 4 your mind,illmatic,nas,rap
I contact 11 L's and max in heaven,one time 4 your mind,illmatic,nas,rap
Nas and Grand Wizard:,one time 4 your mind,illmatic,nas,rap
"(Yo, one time for your mind, one time) It sound clever",one time 4 your mind,illmatic,nas,rap
"(But one time for your mind, one time) Yeah whatever",one time 4 your mind,illmatic,nas,rap
"(One time for your mind, one time) Yo, from '92 to '99",one time 4 your mind,illmatic,nas,rap
Grand Wizard:,one time 4 your mind,illmatic,nas,rap
"Yeah that shit was crazy fat Paul, know what I'm sayin'?",one time 4 your mind,illmatic,nas,rap
"But check it, you gotta another verse for me",one time 4 your mind,illmatic,nas,rap
"I want you to kick it, you know what I'm sayin'?",one time 4 your mind,illmatic,nas,rap
Kick that shit for the projects,one time 4 your mind,illmatic,nas,rap
"Yo, what up don? (What up don?)",represent,illmatic,nas,rap
Smokin' that weed at nigga,represent,illmatic,nas,rap
(I don't know the crowd man),represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
Straight up shit is real and any day could be your last in the jungle,represent,illmatic,nas,rap
"Get murdered on a humble, guns'll blast, niggas tumble",represent,illmatic,nas,rap
"The corners is the hot spot, full of mad criminals",represent,illmatic,nas,rap
"Who don't care, guzzling beers, we all stare",represent,illmatic,nas,rap
"At the out-of-towners (Ayo who that?), they better break North",represent,illmatic,nas,rap
Before we get the four pounders and take their face off,represent,illmatic,nas,rap
"The streets is filled with undercovers, homicide chasing brothers",represent,illmatic,nas,rap
The D's on the roof tryna watch us and knock us,represent,illmatic,nas,rap
"And killer coppers, even come through in helicopters",represent,illmatic,nas,rap
"I drink a little vodka, spark a L and hold a Glock",represent,illmatic,nas,rap
"For the fronters, wannabe ill niggas and spot runners",represent,illmatic,nas,rap
Thinking it can't happen 'til I trap 'em and clap 'em,represent,illmatic,nas,rap
"And leave 'em done, won't even run about Gods",represent,illmatic,nas,rap
"I don't believe in none of that shit, your facts are backwards",represent,illmatic,nas,rap
Nas is a rebel of the street corner,represent,illmatic,nas,rap
"Pulling a Tec out the dresser, police got me under pressure",represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
"Yo, they call me Nas, I'm not your legal type of fella",represent,illmatic,nas,rap
"Moet drinking, marijuana smoking street dweller",represent,illmatic,nas,rap
"Who's always on the corner, rolling up blessed",represent,illmatic,nas,rap
"When I dress, it's never nothing less than Guess",represent,illmatic,nas,rap
Cold be walking with a bop and my hat turned back,represent,illmatic,nas,rap
Love committing sins and my friends sell crack,represent,illmatic,nas,rap
"This nigga raps with a razor, keep it under my tongue",represent,illmatic,nas,rap
"The school drop-out, never liked the shit from day one",represent,illmatic,nas,rap
"'Cause life ain't shit but stress, fake niggas, and crab stunts",represent,illmatic,nas,rap
So I guzzle my Hennessy while pulling on mad blunts,represent,illmatic,nas,rap
"The brutalizer, crew de-sizer, accelerator",represent,illmatic,nas,rap
The type of nigga who be pissing in your elevator,represent,illmatic,nas,rap
Somehow the rap game reminds me of the crack game,represent,illmatic,nas,rap
Used to sport Bally's and Cazals with black frames,represent,illmatic,nas,rap
"Now I'm into fat chains, sex and Tecs",represent,illmatic,nas,rap
"Fly new chicks and new kicks, Heine's and Beck's",represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
"Represent, represent",represent,illmatic,nas,rap
"No doubt, see my stacks are fat, this is what it's about",represent,illmatic,nas,rap
Before the BDP conflict with MC Shan,represent,illmatic,nas,rap
Around the time when Shante dissed the Real Roxanne,represent,illmatic,nas,rap
"I used to wake up every morning, see my crew on the block",represent,illmatic,nas,rap
Every day's a different plan that had us running from cops,represent,illmatic,nas,rap
If it wasn't hanging out in front of cocaine spots,represent,illmatic,nas,rap
"We was at the candy factory, breaking the locks",represent,illmatic,nas,rap
"Nowadays, I need the green in a flash just like the next man",represent,illmatic,nas,rap
"Fuck a yard God, let me see a hundred grand",represent,illmatic,nas,rap
"Could use a gun son, but fuck being the wanted man",represent,illmatic,nas,rap
But if I hit rock bottom then I'mma be the Son of Sam,represent,illmatic,nas,rap
"Then call the crew to get live too with Swoop, Bokeem",represent,illmatic,nas,rap
"My brother Jungle, Big Bo, cooks up the blow",represent,illmatic,nas,rap
"Mike'll chop it, Mayo, you count the profit",represent,illmatic,nas,rap
"My shit is on the streets, this way the Jakes'll never stop it",represent,illmatic,nas,rap
"It's your brain on drugs, to all fly bitches and thugs",represent,illmatic,nas,rap
"'Nuff respect to the projects, I'm ghost, one love",represent,illmatic,nas,rap
"Represent y'all, represent",represent,illmatic,nas,rap
"Represent y'all, represent",represent,illmatic,nas,rap
"Represent y'all, represent",represent,illmatic,nas,rap
"Represent y'all, represent",represent,illmatic,nas,rap
One time for your motherfuckin' mind,represent,illmatic,nas,rap
This goes out to everybody in New York,represent,illmatic,nas,rap
"That's living the real fucking life and every projects, all over",represent,illmatic,nas,rap
"To my man, Big Will he's still here",represent,illmatic,nas,rap
"The 40 side of Vernon, my man Big L.E.S.",represent,illmatic,nas,rap
"Big Cee-Lo from the Don, Shawn Penn, the 40 busters",represent,illmatic,nas,rap
"My crew the shorty busters, the 41st side of Vernon posse",represent,illmatic,nas,rap
"The Goodfellas, my man Cormega, Lakey the Kid",represent,illmatic,nas,rap
"Can't forget Draws, the Hillbillies",represent,illmatic,nas,rap
"My man Slate, Wallethead, Black Jay, Big Oogi",represent,illmatic,nas,rap
"Crazy barrio spot, (Big Dove), we rock shit, Ph.D",represent,illmatic,nas,rap
"And my man Primo, from Gang Starr",represent,illmatic,nas,rap
"'94 real shit y'all, (Harry O), fuck y'all crab-ass niggas though",represent,illmatic,nas,rap
"Bitch ass niggas (Bitch ass niggas, young bitch ass motherfuckers)",represent,illmatic,nas,rap
Come to Queensbridge motherfucker,represent,illmatic,nas,rap
"(Yeah, yeah)",represent,illmatic,nas,rap
"Let's bring it back, that's just a warm up 'cause I can",represent,illmatic,nas,rap
On anybody anybody,represent,illmatic,nas,rap
"It ain't hard to tell, I excel then prevail",it ain't hard to tell,illmatic,nas,rap
"The mic is contacted, I attract clientele",it ain't hard to tell,illmatic,nas,rap
"My mic check is life or death, breathing a sniper's breath",it ain't hard to tell,illmatic,nas,rap
I exhale the yellow smoke of buddha through righteous steps,it ain't hard to tell,illmatic,nas,rap
"Deep like the Shining, sparkle like a diamond",it ain't hard to tell,illmatic,nas,rap
Sneak a Uzi on the island in my army jacket lining,it ain't hard to tell,illmatic,nas,rap
"Hit the Earth like a comet, invasion",it ain't hard to tell,illmatic,nas,rap
"Nas is like the Afrocentric Asian, half-man, half-amazing",it ain't hard to tell,illmatic,nas,rap
"'Cause in my physical, I can express through song",it ain't hard to tell,illmatic,nas,rap
"Delete stress like Motrin, then extend strong",it ain't hard to tell,illmatic,nas,rap
"I drink Moet with Medusa, give her shotguns in hell",it ain't hard to tell,illmatic,nas,rap
"From the spliff that I lift and inhale, it ain't hard to tell",it ain't hard to tell,illmatic,nas,rap
"The buddha monk's in your trunk, turn the bass up",it ain't hard to tell,illmatic,nas,rap
"Not stories by Aesop, place your loot up, parties I shoot up",it ain't hard to tell,illmatic,nas,rap
"Nas, I analyze, drop a jewel, inhale from the L",it ain't hard to tell,illmatic,nas,rap
"School a fool well, you feel it like Braille, it ain't hard to tell",it ain't hard to tell,illmatic,nas,rap
I kick a skill like Shaquille holds a pill,it ain't hard to tell,illmatic,nas,rap
Vocabulary spills I'm ill plus matic,it ain't hard to tell,illmatic,nas,rap
"I freak beats, slam it like Iron Sheik",it ain't hard to tell,illmatic,nas,rap
Jam like a Tec with correct techniques,it ain't hard to tell,illmatic,nas,rap
"So analyze me, surprise me, but can't magmatize me",it ain't hard to tell,illmatic,nas,rap
Scannin' while you're plannin' ways to sabotage me,it ain't hard to tell,illmatic,nas,rap
I leave 'em froze like her-on in your nose,it ain't hard to tell,illmatic,nas,rap
"Nas'll rock well, it ain't hard to tell",it ain't hard to tell,illmatic,nas,rap
This rhythmatic explosion is what your frame of mind has chosen,it ain't hard to tell,illmatic,nas,rap
"I'll leave your brain stimulated, niggas is frozen",it ain't hard to tell,illmatic,nas,rap
"Speak with criminal slang, begin like a violin",it ain't hard to tell,illmatic,nas,rap
"End like Leviathan, it's deep, well let me try again",it ain't hard to tell,illmatic,nas,rap
"Wisdom be leaking out my grapefruit, troop",it ain't hard to tell,illmatic,nas,rap
"I dominate break loops, giving mics menstrual cycles",it ain't hard to tell,illmatic,nas,rap
"Street's disciple, I rock beats that's mega trifle",it ain't hard to tell,illmatic,nas,rap
And groove even smoother than moves by Villanova,it ain't hard to tell,illmatic,nas,rap
"You're still a soldier, I'm like Sly Stone in Cobra",it ain't hard to tell,illmatic,nas,rap
"Packing like a Rasta in the weed spot, vocals'll squeeze Glocks",it ain't hard to tell,illmatic,nas,rap
MC's eavesdrop though they need not to sneak,it ain't hard to tell,illmatic,nas,rap
"My poetry's deep, I never fail",it ain't hard to tell,illmatic,nas,rap
"Nas' raps should be locked in a cell, it ain't hard to tell",it ain't hard to tell,illmatic,nas,rap
Grand Wizard and Nas:,memory lane (sittin' in da park),illmatic,nas,rap
(Check that shit),memory lane (sittin' in da park),illmatic,nas,rap
"Aight fuck that shit, word word",memory lane (sittin' in da park),illmatic,nas,rap
"Fuck that other shit, you know what I'm sayin'?",memory lane (sittin' in da park),illmatic,nas,rap
"We gon' do a little somethin' like this, you know what I'm sayin'?",memory lane (sittin' in da park),illmatic,nas,rap
(Is they up on this?),memory lane (sittin' in da park),illmatic,nas,rap
Keep it on and on and on and on and,memory lane (sittin' in da park),illmatic,nas,rap
"Know what I'm sayin'? Big Nas, Grand Wizard, God what is it?",memory lane (sittin' in da park),illmatic,nas,rap
"Ha, know what I'm sayin'?",memory lane (sittin' in da park),illmatic,nas,rap
"Yo go 'head, do that shit nigga",memory lane (sittin' in da park),illmatic,nas,rap
Nas:,memory lane (sittin' in da park),illmatic,nas,rap
"I rap for listeners, blunt heads, fly ladies and prisoners",memory lane (sittin' in da park),illmatic,nas,rap
"Hennessey holders and old school niggas, then I be dissing a",memory lane (sittin' in da park),illmatic,nas,rap
Unofficial that smoke woolie Thai,memory lane (sittin' in da park),illmatic,nas,rap
"I dropped out of Cooley High, gassed up by a cokehead cutie pie",memory lane (sittin' in da park),illmatic,nas,rap
"Jungle survivor, fuck who's the liver",memory lane (sittin' in da park),illmatic,nas,rap
"My man put the battery in my back, a difference from Energizer",memory lane (sittin' in da park),illmatic,nas,rap
"Sentence begins indented, with formality",memory lane (sittin' in da park),illmatic,nas,rap
"My duration's infinite, money wise or physiology",memory lane (sittin' in da park),illmatic,nas,rap
"Poetry, that's a part of me, retardedly bop",memory lane (sittin' in da park),illmatic,nas,rap
"I drop the ancient manifested hip hop, straight off the block",memory lane (sittin' in da park),illmatic,nas,rap
"I reminisce on park jams, my man was shot for his sheep coat",memory lane (sittin' in da park),illmatic,nas,rap
Childhood lesson make me see him drop in my weed smoke ,memory lane (sittin' in da park),illmatic,nas,rap
"It's real, grew up in trife life, did times or white lines",memory lane (sittin' in da park),illmatic,nas,rap
"The hype vice, murderous night times, and knife fights invite crimes",memory lane (sittin' in da park),illmatic,nas,rap
"Chill on the block with Cognac, hold strap",memory lane (sittin' in da park),illmatic,nas,rap
"With my peeps that's into drug money, market into rap",memory lane (sittin' in da park),illmatic,nas,rap
"No sign of the beast in the blue Chrysler, I guess that means peace",memory lane (sittin' in da park),illmatic,nas,rap
For niggas no sheisty vice to just snipe ya,memory lane (sittin' in da park),illmatic,nas,rap
Start off the dice-rolling mats for craps to cee-lo,memory lane (sittin' in da park),illmatic,nas,rap
"With side bets, I roll a deuce, nothing below (Peace God)",memory lane (sittin' in da park),illmatic,nas,rap
"Peace God, now the shit is explained",memory lane (sittin' in da park),illmatic,nas,rap
I'm taking niggas on a trip straight through memory lane,memory lane (sittin' in da park),illmatic,nas,rap
"It's like that y'all, it's like that y'all, it's like that y'all",memory lane (sittin' in da park),illmatic,nas,rap
Biz Markie and Craig G.:,memory lane (sittin' in da park),illmatic,nas,rap
Now let me take a trip down memory lane,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
Now let me take a trip down memory lane,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
Now let me take a trip down memory lane,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
Now let me take a trip down memory lane,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
Nas:,memory lane (sittin' in da park),illmatic,nas,rap
"One for the money, two for pussy and foreign cars",memory lane (sittin' in da park),illmatic,nas,rap
"Three for Alizé, niggas deceased or behind bars",memory lane (sittin' in da park),illmatic,nas,rap
"I rap divine, God, check the prognosis, is it real or showbiz?",memory lane (sittin' in da park),illmatic,nas,rap
"My window faces shootouts, drug overdoses",memory lane (sittin' in da park),illmatic,nas,rap
"Live amongst no roses, only the drama, for real",memory lane (sittin' in da park),illmatic,nas,rap
"A nickel-plate is my fate, my medicine is the ganja",memory lane (sittin' in da park),illmatic,nas,rap
"Here's my basis, my razor embraces, many faces",memory lane (sittin' in da park),illmatic,nas,rap
"Your telephone blown, black stitches or fat shoelaces",memory lane (sittin' in da park),illmatic,nas,rap
"Peoples are petrol, dramatic automatic .44 I let blow",memory lane (sittin' in da park),illmatic,nas,rap
And back down popo when I'm vexed so,memory lane (sittin' in da park),illmatic,nas,rap
My pen taps the paper then my brain's blank,memory lane (sittin' in da park),illmatic,nas,rap
"I see dark streets, hustling brothers who keep the same rank",memory lane (sittin' in da park),illmatic,nas,rap
"Pumping for something, some will prosper, some fail",memory lane (sittin' in da park),illmatic,nas,rap
"Judges hanging niggas, incorrect bails, for direct sales",memory lane (sittin' in da park),illmatic,nas,rap
My intellect prevails from a hanging cross with nails,memory lane (sittin' in da park),illmatic,nas,rap
"I reinforce the frail, with lyrics that's real",memory lane (sittin' in da park),illmatic,nas,rap
"Word to Christ, a disciple of streets, trifle on beats",memory lane (sittin' in da park),illmatic,nas,rap
I decipher prophecies through a mic and say peace,memory lane (sittin' in da park),illmatic,nas,rap
I hung around the older crews while they sling smack to dingbats,memory lane (sittin' in da park),illmatic,nas,rap
"They spoke of Fat Cat, that nigga's name made bell rings, black",memory lane (sittin' in da park),illmatic,nas,rap
"Some fiends scream, about Supreme Team, a Jamaica Queens thing",memory lane (sittin' in da park),illmatic,nas,rap
"Uptown was Alpo, son, heard he was kingpin, yo",memory lane (sittin' in da park),illmatic,nas,rap
"Fuck ""Rap is real"", watch the herbs stand still",memory lane (sittin' in da park),illmatic,nas,rap
Never talking to snakes cause the words of man kill,memory lane (sittin' in da park),illmatic,nas,rap
"True in the game, as long as blood is blue in my veins",memory lane (sittin' in da park),illmatic,nas,rap
I pour my Heineken brew to my deceased crew on memory lane,memory lane (sittin' in da park),illmatic,nas,rap
Biz Markie and Craig G.:,memory lane (sittin' in da park),illmatic,nas,rap
Now let me take a trip down memory lane,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
Now let me take a trip down memory lane,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
Now let me take a trip down memory lane,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
Now let me take a trip down memory lane,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
Nas and Craig G.:,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
The most dangerous MC is,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
The most dangerous MC is,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
The most dangerous MC is,memory lane (sittin' in da park),illmatic,nas,rap
(Comin' outta Queensbridge),memory lane (sittin' in da park),illmatic,nas,rap
The most dangerous MC is,memory lane (sittin' in da park),illmatic,nas,rap
Me number one and you know where me from,memory lane (sittin' in da park),illmatic,nas,rap
*Yee-hah's and whips cracking in background*,album intro,it was written,nas,rap
"-Hey Nas, hey hey boy, you see what they done did to Jimmy and Lee.",album intro,it was written,nas,rap
"Nas:Mmmhmm. Damn, man.",album intro,it was written,nas,rap
-I can't take it man.,album intro,it was written,nas,rap
Nas:Sho' can't.,album intro,it was written,nas,rap
-You think this is gonna eva' change?,album intro,it was written,nas,rap
"Nas:Man, damn this place, man! Damn these chains! These damn",album intro,it was written,nas,rap
Chitlins every damn night.,album intro,it was written,nas,rap
-This cotton.,album intro,it was written,nas,rap
Nas:Shit!,album intro,it was written,nas,rap
-I can't take it man.,album intro,it was written,nas,rap
Nas:Harriett done left the night befo'. It's time we go.,album intro,it was written,nas,rap
"Ain't no place for black folk here. Man, promise land callin'",album intro,it was written,nas,rap
Me man.,album intro,it was written,nas,rap
-It's callin' me too.,album intro,it was written,nas,rap
Nas:It's time we go.,album intro,it was written,nas,rap
"-Yeah, I'm wichou!",album intro,it was written,nas,rap
"Nas:Hey man, hey damn these chains, man. Damn you master, you",album intro,it was written,nas,rap
"Ain't my master, man!",album intro,it was written,nas,rap
*Sounds of punching and bumping*,album intro,it was written,nas,rap
"Nas:You ain't nothin', you ain't nothin'.",album intro,it was written,nas,rap
"-Hey Bandit, Bandit, get the dogs! Get the hounds, we gonna",album intro,it was written,nas,rap
Have ourselves a hangin' tonight!,album intro,it was written,nas,rap
Nas:Nineteen-ninety-six!,album intro,it was written,nas,rap
Back up in this nigga.,album intro,it was written,nas,rap
"The right way, though, you know?",album intro,it was written,nas,rap
"-Double-tre son, you know ain't nothin'",album intro,it was written,nas,rap
"Coincedental or accidental, son.",album intro,it was written,nas,rap
Nas:No doubt!,album intro,it was written,nas,rap
"-You know how it's goin' down, man.",album intro,it was written,nas,rap
Nas:It was all written.,album intro,it was written,nas,rap
"-No question, I'm sayin' man, I mean, how we playin' man,",album intro,it was written,nas,rap
"You know what I'm sayin', they dealt us in, son.",album intro,it was written,nas,rap
"They playin' with a fifty-four deck, you see with the",album intro,it was written,nas,rap
"Jokers in and everything, you know what I'm saying?",album intro,it was written,nas,rap
"Nas:Son, I'm playin' with the fifty-two.",album intro,it was written,nas,rap
"-You wanna stress on how I used to play, that's how I play.",album intro,it was written,nas,rap
"Nas:But, yo, they takin' us into this next millennium, right now.",album intro,it was written,nas,rap
"-I'm sayin' law, you know what I'm sayin' we gotta lay the law,",album intro,it was written,nas,rap
"Cause without law ain't no order, you know what I'm sayin',",album intro,it was written,nas,rap
That's why these cats are slippin',album intro,it was written,nas,rap
"Through, you know what I'm sayin'? They got the rules missin',",album intro,it was written,nas,rap
Though.,album intro,it was written,nas,rap
Nas:True.,album intro,it was written,nas,rap
"-Yo, word up, though, you know what I mean?",album intro,it was written,nas,rap
"Nas:Son, these niggas look faker than the new hundred dollars, son.",album intro,it was written,nas,rap
"-Yeah, you see that they look Monopoly money, right?",album intro,it was written,nas,rap
"Nas:Word, with the big ass face on it.",album intro,it was written,nas,rap
"-Yo, what I'm sayin', we see through all that, though",album intro,it was written,nas,rap
You know what I'm sayin'?,album intro,it was written,nas,rap
Nas:No question.,album intro,it was written,nas,rap
"-All eyes seein', son, you know we real.",album intro,it was written,nas,rap
